codal;na;mg;P;k;Ca;Mn;Fe;Cu;Zn;Se;Iode;glucides;glus;energie;fibres;eau;lipides;ags;agp;LAom6;ALAom3;om3epa;om3dha;ret;bcar;vitd;vite;vitc;vitb1;vitb2;vitb5;vitb6;vitb12;vitb9;alcool;chol;Phytates;epadha;vita;vitb3_en;MFP;eq_thenoir;fer_nonhem;fer_hem;mg_dis;energie_d;qte_d;glus_slac;proteines_d;proteines_N_d
13015;1.00;22.00;29.00;151.00;25.00;0.6700;0.690;0.0900;0.4200;1.300;0.50;4.91;4.910;46.30;5.9900;84.900;0.360;0.0120;0.2300;0.0820;0.0460;0.00000;0.00000;0.00;12.00;0.000;0.530;26.200;0.0320;0.0380;0.3300;0.0550;0.0000;21.00;0.0000;0.01;60;0.00000;1.00;0.8947;0.00;0.00000;0.690;0.00000;0.00;46.30;100;4.9100;1.2160;1.2160
13016;28.00;29.00;68.60;348.00;9.12;0.0710;1.600;0.0860;0.1000;1.100;0.90;9.39;9.390;84.40;10.4000;72.900;0.700;0.0590;0.4100;0.1600;0.0900;0.00000;0.00000;0.00;743.00;0.000;0.020;30.000;0.0000;0.1300;0.2000;0.1000;0.0000;14.00;0.0000;0.00;60;0.00000;61.92;2.0295;0.00;0.00000;1.600;0.00000;0.00;84.40;100;9.1919;2.1850;2.1850
13018;3.00;7.50;22.00;248.00;6.50;0.1200;0.300;0.1100;0.3500;1.100;0.90;14.20;13.700;75.30;2.3000;80.000;0.740;0.1200;0.0790;0.0510;0.0280;0.00000;0.00000;0.00;0.00;0.000;0.600;8.150;0.0490;0.0420;0.4900;0.0900;0.0000;38.00;0.0000;0.00;60;0.00000;0.00;0.5970;0.00;0.00000;0.300;0.00000;0.00;75.30;100;13.7000;1.2255;1.2255
13019;2.00;12.00;47.50;269.00;32.10;0.1900;0.830;0.0980;0.2100;0.000;1.05;7.14;7.140;58.00;4.2500;83.400;0.950;0.2000;0.4000;0.2200;0.1700;0.00000;0.00000;0.00;25.00;0.000;0.450;45.000;0.0330;0.0350;0.0640;0.0580;0.0000;17.00;0.0000;0.01;60;0.00000;2.08;0.5039;0.00;0.00000;0.830;0.00000;0.00;58.00;100;7.1400;1.2540;1.2540
13020;1.50;9.00;26.20;187.00;25.40;0.1600;0.330;0.0630;0.1400;0.068;0.30;4.83;4.600;39.70;4.0300;87.900;0.590;0.0580;0.3100;0.1700;0.1200;0.00000;0.00000;0.00;39.00;0.000;0.690;29.000;0.0330;0.0290;0.2900;0.0480;0.0000;8.85;0.0000;0.00;60;0.00000;3.25;0.4742;0.00;0.00000;0.330;0.00000;0.00;39.70;100;4.6000;0.7600;0.7600
13021;1.99;14.30;33.40;297.00;27.50;0.0560;0.170;0.1200;0.0820;5.000;2.50;8.44;7.890;57.90;3.5000;83.600;0.950;0.1000;0.2900;0.0680;0.2200;0.00000;0.00000;0.00;52.00;0.000;1.460;92.700;0.0170;0.0250;0.1800;0.0920;0.0000;33.50;0.0000;0.00;60;0.00000;4.33;0.9097;0.00;0.00000;0.170;0.00000;0.00;57.90;100;7.8900;1.1400;1.1400
13022;2.00;6.00;12.00;75.00;4.00;0.0500;0.700;0.1000;0.0500;0.500;0.40;27.40;17.300;126.00;0.4000;69.000;1.100;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;1.000;8.000;0.0300;0.0300;0.1000;0.8000;0.0000;30.00;0.0000;0.00;10;0.00000;0.00;0.5141;0.00;0.00000;0.700;0.00000;0.00;126.00;100;17.1000;1.4250;1.4250
13023;1.00;10.00;31.00;171.00;5.00;0.0550;0.310;0.1500;0.0700;1.100;0.80;15.20;15.200;70.60;1.3000;81.800;0.420;0.0990;0.1300;0.0850;0.0470;0.00000;0.00000;0.00;0.00;0.000;0.070;71.500;0.0110;0.0650;0.2000;0.1000;0.0000;14.00;0.0000;0.00;60;0.00000;0.00;0.7066;0.00;0.00000;0.310;0.00000;0.00;70.60;100;14.9829;0.7220;0.7220
13024;3.17;7.60;15.00;145.00;18.70;0.0170;0.350;0.0380;0.5900;0.500;0.40;10.00;10.000;44.60;1.4000;85.600;0.200;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;334.00;0.000;0.550;41.000;0.0800;0.0400;0.2000;0.0400;0.0000;26.40;0.0000;0.00;5;0.00000;27.83;0.3711;0.00;0.00000;0.350;0.00000;0.00;44.60;100;9.4559;0.6650;0.6650
13025;5.00;9.50;14.80;137.00;12.50;0.0450;0.200;0.1100;0.0850;0.600;0.91;13.50;11.300;63.10;1.7100;83.200;0.310;0.0730;0.0580;0.0160;0.0420;0.00000;0.00000;0.00;640.00;0.000;1.010;32.100;0.0430;0.0480;0.1800;0.1300;0.0000;57.00;0.0000;0.00;60;0.00000;53.33;0.8308;0.00;0.00000;0.200;0.00000;0.00;63.10;100;11.3000;0.5890;0.5890
13026;9.00;18.90;23.60;335.00;12.30;0.0330;0.160;0.0430;0.1700;5.000;0.41;8.79;6.950;41.30;0.9300;88.700;0.200;0.0470;0.0680;0.0220;0.0320;0.00000;0.00000;0.00;2020.00;0.000;0.050;28.800;0.0380;0.0220;0.1400;0.0680;0.0000;23.30;0.0000;0.01;60;0.00000;168.33;0.7323;0.00;0.00000;0.160;0.00000;0.00;41.30;100;6.9500;0.6935;0.6935
13027;0.00;15.00;33.00;230.00;12.00;0.0900;0.500;0.0800;0.1000;0.140;1.00;12.00;12.000;52.70;2.3000;82.700;0.200;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;200.00;0.000;0.500;7.200;0.0600;0.0400;0.2000;0.0500;0.0000;10.00;0.0000;0.00;60;0.00000;16.67;0.6223;0.00;0.00000;0.500;0.00000;0.00;52.70;100;11.8600;0.6840;0.6840
13028;1.00;6.00;12.00;77.00;6.00;0.3400;0.280;0.0570;0.1600;0.000;0.50;11.00;9.960;59.30;2.4000;83.800;0.330;0.0280;0.1500;0.0760;0.0420;0.00000;0.00000;0.00;32.00;0.000;0.570;9.700;0.0370;0.0410;0.1200;0.0520;0.0000;6.00;0.0000;0.01;60;0.00000;2.67;0.5015;0.00;0.00000;0.280;0.00000;0.00;59.30;100;9.9600;0.7695;0.7695
13029;1.50;21.50;29.50;214.00;28.00;0.6500;0.590;0.1400;0.5300;0.100;0.40;4.20;4.200;41.10;4.8000;87.700;0.750;0.0140;0.2800;0.1700;0.0960;0.00000;0.00000;0.00;128.00;0.000;3.340;18.000;0.0190;0.0380;0.2600;0.0400;0.0000;25.00;0.0000;0.00;60;0.00000;10.67;0.7028;0.00;0.00000;0.590;0.00000;0.00;41.10;100;4.2000;1.2540;1.2540
13030;1.09;8.31;26.70;201.00;3.38;0.0610;0.280;0.0780;0.0910;1.100;0.85;8.90;8.050;48.00;1.8100;86.800;0.310;0.0250;0.1100;0.0710;0.0400;0.00000;0.00000;0.00;150.00;0.000;0.770;5.400;0.0340;0.0270;0.1900;0.0250;0.0000;5.00;0.0000;0.00;60;0.00000;12.50;1.2539;0.00;0.00000;0.280;0.00000;0.00;48.00;100;8.0500;1.1020;1.1020
13032;706.00;16.00;7.90;19.00;80.00;0.0700;8.500;0.1800;0.1400;25.000;10.00;0.05;0.000;173.00;6.2000;74.900;17.200;2.0800;1.5100;1.3600;0.1400;0.00340;0.00340;0.00;265.00;0.000;6.100;0.250;0.0170;0.0050;0.0380;0.0250;0.0000;2.50;0.0000;0.35;40;0.00680;22.08;0.3594;0.00;0.00000;8.500;0.00000;0.00;173.00;100;0.0000;1.3110;1.3110
13033;1110.00;12.00;5.80;35.00;64.00;0.0300;0.170;0.1200;0.0700;25.000;10.00;0.38;0.330;150.00;5.2000;77.600;14.800;2.0100;1.0300;0.9100;0.1200;0.00300;0.00300;0.00;269.00;0.000;5.210;0.670;0.0050;0.0050;0.0310;0.0150;0.0000;2.50;0.0000;1.00;40;0.00600;22.42;0.3312;0.00;0.00000;0.170;0.00000;0.00;150.00;100;0.3300;1.1875;1.1875
13034;1.25;12.40;18.10;151.00;29.70;0.0290;0.089;0.0350;0.0660;5.000;0.65;8.04;8.040;46.40;2.0800;87.000;0.280;0.0670;0.1300;0.0930;0.0370;0.00000;0.00000;0.00;71.00;0.000;0.370;57.000;0.0870;0.0360;0.2200;0.0710;0.0000;38.10;0.0000;0.13;5;0.00000;5.92;0.4406;0.00;0.00000;0.089;0.00000;0.00;46.40;100;7.9917;1.0070;1.0070
13035;6.00;21.50;10.20;190.00;22.30;0.0260;0.480;0.0310;0.0770;1.100;0.80;9.90;7.460;47.60;1.9000;87.800;0.280;0.0870;0.0620;0.0120;0.0500;0.00000;0.00000;0.00;274.00;0.000;0.300;61.400;0.0250;0.0300;0.2000;0.0290;0.0000;47.50;0.0000;0.00;60;0.00000;22.83;0.6550;0.00;0.00000;0.480;0.00000;0.00;47.60;100;7.4600;0.5510;0.5510
13036;0.15;12.60;15.40;129.00;0.64;0.0310;0.270;0.0280;0.0082;1.480;0.13;7.33;6.700;34.10;0.4300;90.900;0.130;0.0200;0.0410;0.0130;0.0190;0.00000;0.00000;0.00;303.00;0.000;0.050;9.700;0.0270;0.0210;0.2600;0.0450;0.0000;3.00;0.0000;0.00;60;0.00000;25.25;0.3527;0.00;0.00000;0.270;0.00000;0.00;34.10;100;6.7000;0.5890;0.5890
13037;1.80;8.23;15.40;132.00;6.46;0.0300;0.072;0.0710;0.0970;5.000;0.70;10.90;9.150;55.70;2.9000;83.500;0.270;0.0670;0.1200;0.1000;0.0150;0.00000;0.00000;0.00;14.00;0.000;0.410;4.620;0.0150;0.0210;0.0600;0.0220;0.0000;11.50;0.0000;0.00;63;0.00000;1.17;0.2770;0.00;0.00000;0.072;0.00000;0.00;55.70;100;9.1471;0.4655;0.4655
13038;0.00;5.09;5.33;104.00;4.44;0.0270;0.110;0.0430;0.0250;5.000;0.20;24.40;20.700;102.00;1.5300;72.900;0.210;0.0170;0.0380;0.0310;0.0072;0.00001;0.00001;0.00;8.00;0.000;0.170;14.500;0.0230;0.0270;0.0420;0.0270;0.0000;2.33;0.0000;0.00;63;0.00002;0.67;0.1037;0.00;0.00000;0.110;0.00000;0.00;102.00;100;20.6349;0.2185;0.2185
13039;1.50;6.47;14.40;119.00;5.34;0.0360;0.099;0.0410;0.0310;5.000;0.20;11.60;10.100;53.40;1.4000;85.400;0.250;0.0520;0.1500;0.0620;0.0067;0.00000;0.00000;0.00;21.40;0.000;0.370;6.250;0.0160;0.0190;0.0790;0.0480;0.0000;6.00;0.0000;0.00;63;0.00000;1.78;0.1166;0.00;0.00000;0.099;0.00000;0.00;53.40;100;10.1000;0.2375;0.2375
13040;1.63;11.70;13.80;144.00;23.30;0.0210;0.051;0.0360;0.0630;5.000;0.30;5.92;5.920;35.10;1.3300;90.100;0.200;0.0450;0.0670;0.0520;0.0150;0.00000;0.00000;0.00;552.00;0.000;0.220;40.900;0.0430;0.0280;0.2800;0.0440;0.0000;24.50;0.0000;0.00;5;0.00000;46.00;0.3906;0.00;0.00000;0.051;0.00000;0.00;35.10;100;5.9200;0.5985;0.5985
13041;0.64;7.60;25.00;257.00;8.71;0.0760;0.660;0.0670;0.0780;1.790;2.50;10.90;9.600;55.00;2.2800;84.200;0.100;0.0100;0.0200;0.0130;0.0072;0.00000;0.00000;0.00;95.00;0.000;0.700;5.400;0.0500;0.0400;0.2000;0.0500;0.0000;5.33;0.0000;0.22;60;0.00000;7.92;0.7412;0.00;0.00000;0.660;0.00000;0.00;55.00;100;9.4600;0.7695;0.7695
13042;3.25;38.30;84.40;656.00;49.70;0.3400;1.660;0.4100;0.5600;1.000;1.10;55.70;38.100;244.00;7.0200;30.200;0.460;0.1100;0.2000;0.1400;0.0580;0.00000;0.00000;0.00;394.00;0.000;1.370;2.300;0.0820;0.1300;0.4400;0.3100;0.0000;3.50;0.0000;0.40;60;0.00000;32.83;2.7470;0.00;0.00000;1.660;0.00000;0.00;244.00;100;38.1000;2.3845;2.3845
13043;0.56;11.20;21.00;215.00;7.32;0.0640;0.150;0.0750;0.1200;0.160;0.55;9.00;8.190;46.30;2.0200;87.000;0.330;0.0270;0.1200;0.1200;0.0031;0.00000;0.00000;0.00;162.00;0.000;1.270;6.600;0.0220;0.0460;0.1600;0.0280;0.0000;4.10;0.0000;0.00;60;0.00000;13.50;0.8632;0.00;0.00000;0.150;0.00000;0.00;46.30;100;8.1900;1.0260;1.0260
13044;1.18;8.98;20.00;200.00;10.80;0.0580;0.160;0.1000;0.0470;5.000;0.50;16.40;16.100;72.30;0.9000;81.300;0.300;0.0420;0.1100;0.0690;0.0390;0.00000;0.00000;0.00;39.00;0.000;0.370;4.000;0.0500;0.0300;0.2000;0.0900;0.0000;10.10;0.0000;0.07;60;0.00000;3.25;0.4185;0.00;0.00000;0.160;0.00000;0.00;72.30;100;16.1000;0.5985;0.5985
13045;0.19;6.78;21.80;152.00;8.98;0.0510;0.200;0.0780;0.0380;1.480;0.45;15.60;15.000;70.70;1.3000;82.400;0.400;0.1300;0.1200;0.0900;0.0270;0.00000;0.00000;0.00;24.00;0.000;0.400;10.800;0.0450;0.0100;0.0750;0.0400;0.0000;5.00;0.0000;0.02;60;0.00000;2.00;0.3416;0.00;0.00000;0.200;0.00000;0.00;70.70;100;15.0000;0.5700;0.5700
13046;39.00;32.70;102.00;779.00;63.80;0.2400;2.240;0.4400;0.2500;0.400;2.50;62.40;60.600;283.00;3.6000;17.400;0.490;0.1500;0.1100;0.0850;0.0130;0.00000;0.00000;0.00;0.00;0.000;0.120;3.470;0.0800;0.0980;0.1200;0.1700;0.0000;59.10;0.0000;0.00;60;0.00000;0.00;1.7007;0.00;0.00000;2.240;0.00000;0.00;283.00;100;60.5488;1.9855;1.9855
13049;2.50;3.50;12.00;133.00;12.90;0.0950;0.300;0.0600;0.0630;0.500;0.60;16.90;16.600;75.90;0.8000;80.900;0.700;0.1000;0.3100;0.0000;0.0000;0.00000;0.00000;0.00;60.00;0.000;0.100;1.300;0.0200;0.0200;0.0580;0.0410;0.0000;3.00;0.0000;0.00;10;0.00000;5.00;0.4200;0.00;0.00000;0.300;0.00000;0.00;75.90;100;16.4209;0.4750;0.4750
13051;33.20;33.70;75.00;709.00;58.70;0.2300;2.500;0.3900;0.4500;1.000;3.00;70.00;69.000;386.00;5.6000;9.300;10.700;1.2000;2.1000;1.6705;0.3611;0.00000;0.00000;0.00;50.00;0.000;0.500;0.000;0.0700;0.1050;0.2650;0.1900;0.0000;9.45;0.0000;0.00;60;0.00000;4.17;1.9700;0.00;0.00000;2.500;0.00000;0.00;386.00;100;68.9493;2.3750;2.3750
13063;4.50;77.00;17.50;175.00;118.00;0.5800;0.250;0.0190;0.1400;1.100;1.50;6.00;1.020;37.00;4.4500;87.300;0.310;0.0100;0.0400;0.0260;0.0140;0.00000;0.00000;0.00;60.00;0.000;0.010;12.500;0.0110;0.0460;0.2000;0.0790;0.0000;8.00;0.0000;0.00;60;0.00000;5.00;0.4275;0.00;0.00000;0.250;0.00000;0.00;37.00;100;0.9998;0.4845;0.4845
13066;5.50;10.00;21.50;259.00;22.50;0.3600;1.330;0.1100;0.0810;1.100;0.80;17.10;12.400;91.80;4.7500;73.500;0.350;0.0200;0.0430;0.0280;0.0150;0.00000;0.00000;0.00;253.00;0.000;0.730;36.800;0.0300;0.0200;0.2000;0.0650;0.0000;8.00;0.0000;0.00;60;0.00000;21.08;0.3343;0.00;0.00000;1.330;0.00000;0.00;91.80;100;12.2733;0.6555;0.6555
13067;2.00;6.00;18.00;102.00;33.00;0.0080;0.600;0.0650;0.1100;1.100;0.80;2.02;1.690;32.30;2.8000;89.100;0.200;0.0230;0.0580;0.0380;0.0200;0.00000;0.00000;0.00;30.00;0.000;0.220;29.100;0.0300;0.0200;0.2200;0.0430;0.0000;8.00;0.0000;0.00;5;0.00000;2.50;0.2547;0.00;0.00000;0.600;0.00000;0.00;32.30;100;1.6900;0.6270;0.6270
13068;1.00;9.00;19.00;126.00;12.00;0.0700;0.300;0.0500;0.0400;0.300;0.70;25.50;25.500;106.00;0.6000;81.600;0.150;0.0330;0.0450;0.0000;0.0000;0.00000;0.00000;0.00;40.00;0.000;0.040;7.000;0.0200;0.0200;0.1000;0.0900;0.0000;6.00;0.0000;0.00;10;0.00000;3.33;0.3187;0.00;0.00000;0.300;0.00000;0.00;106.00;100;25.1752;0.7505;0.7505
13071;10.00;18.00;38.00;194.00;39.00;1.1000;1.850;0.0600;0.1200;1.100;0.40;8.10;8.100;45.10;1.7000;87.700;0.390;0.0270;0.2100;0.0900;0.0500;0.00000;0.00000;0.00;9.00;0.000;0.870;36.400;0.0290;0.1000;0.2600;0.0500;0.0000;6.00;0.0000;0.00;60;0.00000;0.75;0.7649;0.00;0.00000;1.850;0.00000;0.00;45.10;100;8.1000;1.3680;1.3680
13084;2.20;9.40;19.50;210.00;6.10;0.0620;0.272;0.0730;0.1440;0.110;0.90;11.30;11.300;48.80;2.0000;88.000;0.090;0.0100;0.0450;0.0259;0.0141;0.00000;0.00000;0.00;116.00;0.000;0.700;6.600;0.0170;0.0410;0.1700;0.0180;0.0000;3.00;0.0000;0.00;60;0.00000;9.67;1.0929;0.00;0.00000;0.272;0.00000;0.00;48.80;100;11.3000;0.6650;0.6650
13096;5.70;6.90;12.00;153.00;13.70;0.0520;0.390;0.0790;0.1000;0.100;0.40;15.20;15.200;65.30;0.8000;82.300;0.050;0.0030;0.0100;0.0000;0.0000;0.00000;0.00000;0.00;787.00;0.000;0.890;2.800;0.0160;0.0200;0.0920;0.0540;0.0000;2.00;0.0000;0.00;10;0.00000;65.58;0.4599;0.00;0.00000;0.390;0.00000;0.00;65.30;100;15.0026;0.4750;0.4750
13097;3.00;6.00;12.00;110.00;5.00;0.0470;0.300;0.0400;0.2000;0.200;1.40;17.40;17.400;72.30;0.8000;83.000;0.050;0.0060;0.0240;0.0000;0.0000;0.00000;0.00000;0.00;213.00;0.000;0.550;4.000;0.0100;0.0200;0.0500;0.0200;0.0000;6.00;0.0000;0.00;10;0.00000;17.75;0.7064;0.00;0.00000;0.300;0.00000;0.00;72.30;100;17.2000;0.2850;0.2850
13098;3.00;5.00;7.00;65.00;6.00;0.0000;0.360;0.0700;0.1000;0.200;0.50;13.70;12.800;57.40;2.0000;83.400;0.100;0.0060;0.0230;0.0000;0.0000;0.00000;0.00000;0.00;5.00;0.000;0.300;1.500;0.0100;0.0200;0.0200;0.0100;0.0000;1.20;0.0000;0.00;10;0.00000;0.42;0.2000;0.00;0.00000;0.360;0.00000;0.00;57.40;100;12.6000;0.2565;0.2565
13108;10.30;8.10;12.30;147.00;20.10;0.1100;0.160;0.0410;0.0620;0.300;0.10;24.80;23.200;107.00;1.7100;71.600;0.230;0.0680;0.0250;0.0001;0.0001;0.00005;0.00005;0.00;152.00;0.000;0.200;11.000;0.0100;0.0100;0.1000;0.1000;0.0000;4.00;0.0000;0.00;60;0.00010;12.67;0.2140;0.00;0.00000;0.160;0.00000;0.00;107.00;100;23.0123;0.4845;0.4845
13109;4.00;5.51;12.00;107.00;6.66;0.0290;0.089;0.0340;0.0270;5.000;0.10;16.00;14.000;70.40;2.0000;80.000;0.069;0.0370;0.0120;0.0098;0.0018;0.00003;0.00007;0.00;46.70;0.000;0.200;20.000;0.0100;0.0100;0.1000;0.1000;0.0000;4.00;0.0000;0.00;60;0.00010;3.89;0.1200;0.00;0.00000;0.089;0.00000;0.00;70.40;100;13.8019;0.0000;0.0000
13134;0.81;16.40;16.70;203.00;14.50;0.3400;0.290;0.0710;0.0940;4.900;1.27;14.80;14.200;78.70;1.3600;78.000;0.240;0.0310;0.0610;0.0390;0.0220;0.00000;0.00000;0.00;35.00;0.000;0.370;22.300;0.0430;0.0320;0.1500;0.1700;0.0000;20.20;0.0000;0.03;60;0.00000;2.92;0.4660;0.00;0.00000;0.290;0.00000;0.00;78.70;100;14.0339;0.5795;0.5795
13997;2.61;16.90;32.60;225.00;33.60;0.4200;0.900;0.0880;0.2200;0.350;1.15;7.70;6.970;48.50;5.1600;85.100;0.380;0.0220;0.2300;0.0860;0.0480;0.00000;0.00000;0.00;49.50;0.000;0.670;77.500;0.0310;0.0840;0.2100;0.0640;0.0000;37.60;0.0000;0.00;60;0.00000;4.13;0.5958;0.00;0.00000;0.900;0.00000;0.00;48.50;100;6.9700;1.0545;1.0545
13998;1.80;15.00;28.70;199.00;24.10;0.3700;0.720;0.0780;0.2000;0.340;1.00;18.10;16.600;81.30;4.0000;75.500;0.550;0.0200;0.2000;0.0000;0.0000;0.00000;0.00000;0.00;44.00;0.000;0.590;59.800;0.0280;0.0740;0.1900;0.0600;0.0000;33.10;0.0000;0.00;10;0.00000;3.67;0.5389;0.00;0.00000;0.720;0.00000;0.00;81.30;100;16.3901;0.9310;0.9310
13999;2.10;11.60;15.00;190.00;10.60;0.2100;0.250;0.0570;0.1400;0.320;0.90;10.90;10.200;48.20;1.9000;85.100;0.240;0.0340;0.0820;0.0471;0.0257;0.00000;0.00000;0.00;98.00;0.000;0.360;23.200;0.0380;0.0340;0.1500;0.1200;0.0000;22.60;0.0000;0.02;60;0.00000;8.17;0.4367;0.00;0.00000;0.250;0.00000;0.00;48.20;100;10.1626;0.5700;0.5700
14000;54.00;24.00;226.00;335.00;7.00;0.0460;4.470;0.3000;2.7500;8.900;4.00;0.00;0.000;150.00;0.0000;65.200;3.190;1.2500;0.6200;0.1600;0.0160;0.00000;0.00027;0.00;0.00;0.300;0.250;0.000;0.1800;0.6000;0.6600;0.6500;0.8000;6.00;0.0000;112.00;0;0.00027;0.00;11.6247;100.00;0.00000;1.439;3.03066;0.00;150.00;100;0.0000;30.2000;30.2000
14001;40.00;22.00;250.00;210.00;20.00;0.0500;10.500;0.0600;2.0000;5.000;3.00;0.00;0.000;192.00;0.0000;60.900;8.000;3.3200;2.6000;1.5515;0.2523;0.01534;0.00762;0.00;0.00;0.100;0.100;0.000;0.2000;0.2000;0.5000;0.4000;0.7000;6.00;0.0000;80.00;0;0.02296;0.00;11.1543;100.00;0.00000;3.381;7.11900;0.00;192.00;100;0.0000;30.0000;30.0000
14003;60.00;27.00;134.00;396.00;16.00;0.0140;1.120;0.0560;3.0100;9.220;3.00;0.00;0.000;153.00;0.0000;63.900;4.380;1.3000;0.6400;0.2200;0.0220;0.00000;0.00000;0.00;0.00;0.000;0.380;0.000;0.3100;0.1400;0.6600;0.4200;0.7000;6.00;0.0000;77.00;0;0.00000;0.00;10.4998;100.00;0.00000;0.361;0.75936;0.00;153.00;100;0.0000;28.3000;28.3000
15000;1.61;232.00;416.00;668.00;248.00;1.3900;3.000;0.9000;2.8500;1.100;5.70;7.85;4.400;616.00;10.2000;4.580;53.400;4.1900;13.5000;11.6000;0.0520;0.00250;0.00250;0.00;1.00;0.000;14.600;0.250;0.1800;0.9100;0.2800;0.1100;0.0000;93.10;0.0000;0.89;850;0.00500;0.08;6.7790;0.00;0.00000;3.000;0.00000;0.00;616.00;100;4.0378;20.0450;24.1300
15001;10.00;193.00;370.00;704.00;73.80;1.7300;3.240;1.0000;2.9000;6.900;3.25;14.90;4.720;621.00;6.2000;1.230;50.000;10.3000;15.8000;15.8000;0.0450;0.00000;0.00000;0.00;0.00;0.000;1.170;0.000;0.1200;0.1200;1.4900;0.4700;0.0000;96.20;0.0000;0.00;850;0.00000;0.00;28.8820;0.00;0.00000;3.240;0.00000;0.00;621.00;100;4.6912;23.6550;27.0750
15002;455.00;169.00;244.00;531.00;47.40;1.1900;1.200;0.6800;2.9200;4.800;5.70;15.20;3.620;619.00;7.9400;1.220;50.300;8.5300;14.4000;12.5000;0.0410;0.00000;0.00000;0.00;0.00;0.000;2.500;0.250;0.1400;0.0690;1.1700;0.4300;0.0000;66.60;0.0000;0.00;850;0.00000;0.00;15.8962;0.00;0.00000;1.200;0.00000;0.00;619.00;100;3.5949;21.2800;24.4150
15004;17.50;138.00;263.00;551.00;116.00;3.9000;2.800;1.5000;2.2500;2.500;5.60;7.74;4.340;671.00;8.9500;4.460;63.000;4.4600;7.9200;5.1900;0.0700;0.00000;0.00000;0.00;11.00;0.000;5.650;0.250;0.3800;0.1100;0.9300;0.3400;0.0000;121.00;0.0000;1.15;850;0.00000;0.92;3.9435;0.00;0.00000;2.800;0.00000;0.00;671.00;100;4.3400;13.2050;15.5800
15005;2.80;124.00;343.00;430.00;62.60;1.9000;3.200;1.1600;2.5300;1.100;2.00;8.58;2.860;688.00;6.3200;4.200;65.000;6.1000;44.1000;36.7000;7.4100;0.00000;0.00000;0.00;12.00;0.000;0.700;1.300;0.3600;0.0950;0.8100;0.4100;0.0400;137.00;0.0000;0.63;850;0.00000;1.00;4.2218;0.00;0.00000;3.200;0.00000;0.00;688.00;100;2.8600;13.3000;15.7700
15006;20.00;32.00;113.00;356.00;14.00;1.5000;2.430;0.4400;1.1000;5.000;1.20;7.15;6.230;362.00;9.0000;45.800;33.500;29.7000;0.3700;0.3600;0.0033;0.00000;0.00000;0.00;0.00;0.000;0.240;3.300;0.0660;0.0200;0.3000;0.0540;0.0000;26.00;0.0000;0.00;850;0.00000;0.00;1.1839;0.00;0.00000;2.430;0.00000;0.00;362.00;100;6.2300;3.4200;4.0280
15007;26.60;90.00;197.00;647.00;18.40;2.7500;3.460;0.6700;1.2600;6.800;1.15;8.56;6.640;685.00;14.0000;2.630;66.300;57.7000;0.7300;0.7100;0.0025;0.00000;0.00170;0.00;0.00;0.000;0.440;1.500;0.0480;0.0700;0.5000;0.1700;0.0000;16.50;0.0000;0.00;850;0.00170;0.00;1.5229;0.00;0.00000;3.460;0.00000;0.00;685.00;100;6.6400;6.2890;7.4100
15008;3.00;367.00;658.00;591.00;150.00;2.0000;2.470;1.7500;4.1300;103.000;2.53;5.28;2.330;693.00;6.4000;2.760;66.700;16.2000;25.6000;25.2000;0.0590;0.00000;0.00000;0.00;0.00;0.000;5.330;0.700;0.8700;0.0350;0.2100;0.1000;0.0000;13.00;0.0000;0.00;850;0.00000;0.00;2.3668;0.00;0.00000;2.470;0.00000;0.00;693.00;100;2.3300;14.0600;16.1500
15009;664.00;105.00;437.00;655.00;98.50;0.6500;2.400;1.1000;2.3000;2.500;6.20;15.90;7.570;602.00;9.3200;2.090;49.500;6.5800;15.1000;14.2000;0.2300;0.00000;0.00000;0.00;156.00;0.000;1.090;0.250;0.6700;0.1700;0.4300;1.4100;0.0000;94.20;0.0000;0.30;850;0.00000;13.00;5.8577;0.00;0.00000;2.400;0.00000;0.00;602.00;100;7.5700;17.9550;21.1850
15010;2.31;324.00;605.00;468.00;962.00;1.2400;14.600;1.5800;5.7400;26.500;2.50;9.81;0.300;586.00;14.9000;3.480;49.700;7.0900;21.8000;21.2000;0.2600;0.00000;0.00000;0.00;5.00;0.000;0.250;0.000;0.7900;0.2500;0.0500;0.7900;0.0000;97.00;0.0000;0.00;850;0.00000;0.42;9.6281;0.00;0.00000;14.600;0.00000;0.00;586.00;100;0.3000;16.7200;19.7600
15011;5.50;364.00;477.00;578.00;86.50;1.9500;4.900;1.5000;3.8000;8.410;5.00;10.10;2.620;637.00;6.4000;3.380;55.500;6.2300;35.6000;27.8000;0.1600;0.01400;0.00000;0.00;30.00;0.000;42.300;1.400;1.9800;0.1600;0.8300;1.2400;0.0000;254.00;0.0000;0.00;850;0.01400;2.50;10.1623;0.00;0.00000;4.900;0.00000;0.00;637.00;100;2.6200;20.2350;23.8450
15015;4.80;25.60;40.00;250.00;19.50;0.9270;0.500;0.1510;0.2620;10.200;0.10;21.80;3.800;114.00;3.3000;68.000;1.750;0.3000;0.7000;0.5982;0.0415;0.00001;0.00004;0.00;0.00;0.000;0.600;0.000;0.0500;0.0000;0.2000;0.1000;0.0000;50.00;0.0000;0.00;850;0.00005;0.00;1.1218;0.00;0.00000;0.500;0.00000;0.00;114.00;100;3.8000;2.7075;2.7075
